	Number of Epoch	Training -Dist	Validation - Dist	Training Time(CPU time/s)	Validation Time(CPU time/s)
	1197	46.26446	46.14150	40.70723	2.15824
	1198	46.27083	46.17758	41.76674	2.23075
	1199	46.25027	46.00950	40.23490	2.13716
	1200	46.23775	46.15608	39.12035	2.13297
	1201	46.19244	46.10042	38.79953	2.13935
	1202	46.20304	46.05133	41.29814	2.23369
	1203	46.20956	46.05233	41.58706	2.08385
	1204	46.23960	46.00767	41.35236	2.34428
	1205	46.23177	45.98025	39.95851	2.19359
	1206	46.21337	46.00942	40.17611	2.31183
	1207	46.19000	46.12583	38.90138	2.18391
	1208	46.21844	45.99850	39.03657	2.34654
	1209	46.17496	46.01900	38.95090	2.19065
	1210	46.19183	45.98683	41.87289	2.19997
	1211	46.15792	46.01633	39.73778	2.17813
	1212	46.16050	46.08400	40.13554	2.13454
	1213	46.14894	46.04500	38.53533	2.18287
	1214	46.18033	46.10075	39.91482	2.15340
	1215	46.13454	46.05208	43.49542	2.15672
	1216	46.16254	45.93467	39.20746	2.14068
	1217	46.12248	46.03433	39.11397	2.22304
	1218	46.14731	45.95983	46.01433	2.27063
	1219	46.13869	45.93075	51.31851	2.29504
	1220	46.17090	46.06908	51.57996	2.28151
	1221	46.15019	45.94833	52.32698	2.34931
	1222	46.14365	45.98950	52.13642	2.36335
	1223	46.08090	45.94700	50.41634	2.33971
	1224	46.13254	45.94675	51.21919	2.40902
	1225	46.15179	45.92067	52.25322	2.37638
	1226	46.11492	45.90933	53.78549	2.30120
	1227	46.09942	45.97042	53.87943	2.39459
	1228	46.09635	45.94783	52.35752	2.26573
	1229	46.07146	46.00758	52.93339	2.31192
	1230	46.12671	45.88408	53.50131	2.31695
	1231	46.10531	45.96458	51.26898	2.17741
	1232	46.08348	45.98175	50.40629	2.26527
	1233	46.06396	45.94842	52.21730	2.29678
	1234	46.07679	45.94842	51.72673	2.32214
	1235	46.09258	45.96208	54.52498	2.35426
	1236	46.09660	45.87308	51.32407	2.45724
	1237	46.06265	45.94633	50.64272	2.31778
	1238	46.06475	45.89433	50.18197	2.22065
	1239	46.01742	45.89167	51.89564	2.23326
	1240	46.06769	45.93783	53.36348	2.35522
	1241	46.04033	45.89233	55.67081	2.24528
	1242	46.07106	45.93425	54.98863	2.50532
	1243	46.06285	45.85950	55.48742	2.44098
	1244	46.03046	45.87567	53.06005	2.31049
	1245	46.06454	45.87667	52.67189	2.32425
	1246	46.02817	45.88800	55.96095	2.23277
	1247	46.05537	45.87608	53.06379	2.21881
	1248	46.00996	45.94533	55.90522	2.25742
	1249	46.06654	45.84692	53.94120	2.36561
	1250	46.01290	45.80008	49.02792	2.28634
	1251	46.00429	45.95625	53.34153	2.30044
	1252	46.00462	45.90150	53.70030	2.37278
	1253	45.97069	45.81825	51.47221	2.36856
	1254	45.98479	45.84775	51.82495	2.46281
	1255	45.99335	45.82933	54.27708	2.29476
	1256	45.94373	45.72350	53.70093	2.32033
	1257	45.93846	45.83917	54.31620	2.26086
	1258	45.97494	45.83267	55.05674	2.19584
	1259	45.97771	45.81767	54.74031	2.37587
	1260	46.02098	45.91425	51.75314	2.62431
	1261	45.96931	45.81775	49.99394	2.42256
	1262	46.00240	45.79117	52.10933	2.44064
	1263	46.00381	45.79975	50.02521	2.18805
	1264	45.93667	45.80125	53.86898	2.16963
	1265	45.97458	45.86217	55.95242	2.27435
	1266	45.98602	45.83000	52.10807	2.33469
	1267	45.93877	45.81292	53.06132	2.33193
	1268	45.93967	45.81725	48.72097	2.36453
	1269	45.89802	45.79400	50.29741	2.27455
	1270	45.93296	45.74242	49.24804	2.21838
	1271	45.92529	45.81517	51.93643	2.26987
	1272	45.93294	45.87792	51.24847	2.23025
	1273	45.90327	45.74225	53.79152	2.37375
	1274	45.91271	45.71567	56.17400	2.21617
	1275	45.96463	45.74783	52.43241	2.26622
	1276	45.88148	45.73392	52.76893	2.44388
	1277	45.84883	45.76042	51.64954	2.21079
	1278	45.82504	45.78133	53.68444	2.30006
	1279	45.92225	45.77542	55.26624	2.37763
	1280	45.82594	45.62675	54.38336	2.25683
	1281	45.91721	45.68667	56.91378	2.19305
	1282	45.94460	45.79058	56.36160	2.34086
	1283	45.88702	45.72092	55.44738	2.27698
	1284	45.88927	45.73917	54.52660	2.21788
	1285	45.83744	45.70692	51.66553	2.21605
	1286	45.85767	45.77308	53.17664	2.28027
	1287	45.87973	45.76792	55.15025	2.20993
	1288	45.85673	45.76033	53.09369	2.18882
	1289	45.84135	45.69933	52.68318	2.27578
	1290	45.82771	45.73950	54.02614	2.32918
	1291	45.87229	45.70750	50.51355	2.31847
	1292	45.85044	45.70392	51.12942	2.30894
	1293	45.80998	45.75150	52.47922	2.12378
	1294	45.84475	45.72392	51.70835	2.24248
	1295	45.82954	45.73558	52.25842	2.28345
	1296	45.85110	45.73967	53.64694	2.24304
	1297	45.76204	45.71933	55.72266	2.16740
	1298	45.78321	45.73625	54.14414	2.37188
	1299	45.82215	45.67908	55.54803	2.37325
	1300	45.82108	45.77892	54.45388	2.28895
	1301	45.80052	45.65025	53.89313	2.37757
	1302	45.80735	45.62900	50.76970	2.33061
	1303	45.82396	45.66900	50.89157	2.35218
	1304	45.82015	45.70183	52.23420	2.19542
	1305	45.82198	45.60992	56.06629	2.27926
	1306	45.79577	45.65642	52.93763	2.20783
	1307	45.84006	45.63267	50.37829	2.38761
	1308	45.74715	45.68825	53.06473	2.53556
	1309	45.79163	45.60067	53.83300	2.16838
	1310	45.78919	45.63117	54.19709	2.34876
	1311	45.75183	45.61892	54.48765	2.30680
	1312	45.76383	45.61108	55.14386	2.34844
	1313	45.77115	45.66550	52.81386	2.31839
	1314	45.73504	45.63750	51.68356	2.49623
	1315	45.73079	45.65542	50.52212	2.34494
	1316	45.71102	45.61075	54.38994	2.32973
	1317	45.75960	45.65633	49.75470	2.37832
	1318	45.73058	45.61842	53.90142	2.34463
	1319	45.75658	45.61925	53.24656	2.20430
	1320	45.70179	45.60142	51.50875	2.20548
	1321	45.75796	45.48633	51.65124	2.45565
	1322	45.69638	45.59117	53.36780	2.37709
	1323	45.73179	45.56975	55.12991	2.31722
	1324	45.72056	45.59117	54.34937	2.29856
	1325	45.69673	45.50458	52.38406	2.44988
	1326	45.67744	45.60542	54.40612	2.30031
	1327	45.69254	45.62283	53.61363	2.42083
	1328	45.71842	45.59317	52.07079	2.25419
	1329	45.69635	45.58200	49.84547	2.30678
	1330	45.70383	45.52467	51.88272	2.27032
	1331	45.65871	45.58808	49.30566	2.34699
	1332	45.71096	45.56283	53.42974	2.37341
	1333	45.68577	45.63633	53.90075	2.28067
	1334	45.68960	45.55908	53.54021	2.18328
	1335	45.68873	45.53542	53.12703	2.22179
	1336	45.67285	45.51717	52.04423	2.35071
	1337	45.67827	45.60933	53.17357	2.35320
	1338	45.63744	45.53308	53.24537	2.21933
	1339	45.69698	45.55617	55.31169	2.22797
	1340	45.63169	45.58267	52.81318	2.34985
	1341	45.62408	45.46100	51.91280	2.24454
	1342	45.68327	45.49683	54.74198	2.38872
	1343	45.66129	45.51783	51.84669	2.19312
	1344	45.58877	45.44692	52.58456	2.24663
	1345	45.63267	45.47283	52.13654	2.26585
	1346	45.61871	45.46958	53.35755	2.36969
	1347	45.63946	45.49350	50.68992	2.21728
	1348	45.62331	45.42033	50.70707	2.43045
	1349	45.62979	45.50667	53.21018	2.36693
	1350	45.60721	45.42583	51.80709	2.24403
	1351	45.62496	45.52883	54.97880	2.38022
	1352	45.61985	45.55067	53.89041	1.98428
	1353	45.61519	45.44208	52.49481	2.24623
	1354	45.61423	45.48050	52.90242	2.23015
	1355	45.61140	45.38950	51.31629	2.32539
	1356	45.61560	45.50442	53.80004	2.17370
	1357	45.60781	45.47267	53.94286	2.29205
	1358	45.62721	45.47208	53.75733	2.38659
	1359	45.54808	45.50633	55.10821	2.28978
	1360	45.58869	45.37625	55.92129	2.34404
	1361	45.51921	45.48350	55.05917	2.10535
	1362	45.58150	45.47350	54.21559	2.43415
	1363	45.58535	45.47200	55.52717	2.33483
	1364	45.55469	45.39917	52.26735	2.32651
	1365	45.55654	45.52650	51.06972	2.20831
	1366	45.54931	45.43075	51.20387	2.23950
	1367	45.54675	45.44350	49.48649	2.41236
	1368	45.60431	45.33783	52.36640	2.40688
	1369	45.56115	45.51383	54.75914	2.39747
	1370	45.55031	45.42667	53.65744	2.32916
	1371	45.55410	45.33858	50.58755	2.29845
	1372	45.55588	45.45125	53.43734	2.28545
	1373	45.51460	45.36233	53.95246	2.33687
	1374	45.47842	45.25167	53.76617	2.39712
	1375	45.54010	45.46625	54.54424	2.28544
	1376	45.51142	45.47233	47.54739	2.32579
	1377	45.48304	45.28592	51.71318	2.26206
	1378	45.51348	45.43100	52.89216	2.21743
	1379	45.54835	45.36017	51.81889	2.59698
	1380	45.50229	45.41033	52.37168	2.50007
	1381	45.48542	45.32608	56.28849	2.52165
	1382	45.50900	45.35983	52.88787	2.22296
	1383	45.49512	45.32783	53.76588	2.22245
	1384	45.50475	45.30417	55.75050	2.18779
	1385	45.50671	45.43075	55.49240	2.48624
	1386	45.43371	45.35358	52.91808	2.35408
	1387	45.49721	45.39458	49.50002	2.09666
	1388	45.51044	45.26183	53.53893	2.28306
	1389	45.43581	45.28383	49.85427	2.17781
	1390	45.44544	45.31925	52.27259	2.12609
	1391	45.43660	45.40692	50.39384	2.30622
	1392	45.45556	45.26383	47.38736	2.30262
	1393	45.41475	45.29825	50.89250	2.38999
	1394	45.50535	45.25608	53.12131	2.25948
	1395	45.45002	45.29992	56.24363	2.33212
	1396	45.43158	45.30075	54.47368	2.19512
	1397	45.44285	45.39733	55.81492	2.28972
	1398	45.47708	45.38100	55.63293	2.58497
	1399	45.43871	45.30992	53.25022	2.39205
	1400	45.43773	45.29608	52.91321	2.57132
	1401	45.44175	45.30900	55.55423	2.44095
	1402	45.40729	45.29692	54.05284	2.41852
	1403	45.40288	45.30875	53.49685	2.43511
	1404	45.42165	45.24742	54.01946	2.34179
	1405	45.40729	45.27450	50.36213	2.30953
	1406	45.36427	45.37400	52.84779	2.20649
	1407	45.39731	45.22617	53.56086	2.22718
	1408	45.34715	45.25767	54.45739	2.32663
	1409	45.38704	45.35483	52.90707	2.44210
	1410	45.38681	45.32558	51.49466	2.45815
	1411	45.36723	45.23783	53.19770	2.32029
	1412	45.40869	45.25500	52.14036	2.45161
	1413	45.40694	45.23058	52.99873	2.24311
	1414	45.43090	45.24567	53.24668	2.33850
	1415	45.42969	45.28742	51.11434	2.20784
	1416	45.42321	45.34325	52.80362	2.33001
	1417	45.34737	45.27667	53.89579	2.23541
	1418	45.39450	45.15808	52.55462	2.35407
	1419	45.33288	45.25583	56.60185	2.31550
	1420	45.34790	45.19775	55.01106	2.34415
	1421	45.36202	45.25617	55.74911	2.27092
	1422	45.30696	45.29200	50.81554	2.46552
	1423	45.35981	45.20325	50.98622	2.33631
	1424	45.36060	45.18358	54.35106	2.38503
	1425	45.35088	45.23450	53.16557	2.27598
	1426	45.32325	45.15758	49.58813	2.15317
	1427	45.31162	45.22800	53.43991	2.34035
	1428	45.34602	45.19042	54.12524	2.38505
	1429	45.32948	45.31383	52.90127	2.24430
	1430	45.32746	45.20983	54.97895	2.31785
	1431	45.34008	45.23242	52.99325	2.18697
	1432	45.34165	45.24000	52.86526	2.38535
	1433	45.29956	45.15275	52.38163	2.32931
	1434	45.27254	45.14992	55.40823	2.35840
	1435	45.33417	45.16658	50.80027	2.29591
	1436	45.29104	45.20367	49.92519	2.28343
	1437	45.31540	45.13333	53.81276	2.36067
	1438	45.28192	45.16200	54.63311	2.40213
	1439	45.30331	45.16675	53.55678	2.37789
	1440	45.27292	45.10000	53.25916	2.33194
	1441	45.28996	45.14808	56.04632	2.22022
	1442	45.24248	45.17817	53.77536	2.33296
	1443	45.27350	45.09500	53.87346	2.41159
	1444	45.29135	45.21000	55.98155	2.26572
	1445	45.29008	45.22208	54.06849	2.35060
	1446	45.34181	45.03825	53.38917	2.38457
	1447	45.28527	45.14292	54.85700	2.15261
	1448	45.25146	45.12750	58.23446	2.03043
	1449	45.25446	45.05967	58.56472	2.39319
	1450	45.23531	45.13767	44.34327	2.15302
	1451	45.27627	45.08500	45.13484	2.07166
	1452	45.24106	45.07817	47.74842	2.16696
	1453	45.21954	45.11358	40.86655	2.18155
	1454	45.24842	45.15792	39.42234	2.25392
	1455	45.22256	45.10317	38.63664	2.16319
	1456	45.19131	45.12967	37.49169	2.14684
	1457	45.25006	45.07900	38.11639	2.16552
	1458	45.18985	45.16675	37.80487	2.16241
	1459	45.17040	45.08725	37.26483	2.15933
	1460	45.18919	45.06250	37.29176	2.20060
	1461	45.24558	45.08300	38.34785	2.14499
	1462	45.21665	45.06667	39.55930	2.12731
	1463	45.20496	45.05400	38.43838	2.12607
	1464	45.19785	45.13200	38.31705	2.16619
	1465	45.23302	45.08342	37.76984	2.06045
	1466	45.18656	45.03783	40.95311	2.17479
	1467	45.16894	45.05100	37.41335	2.15550
	1468	45.21598	45.06358	38.27817	2.15779
	1469	45.21104	45.15442	37.42411	2.16954
	1470	45.21538	45.04225	40.47307	2.16691
	1471	45.14023	44.99983	39.20247	2.15798
	1472	45.15069	45.07592	38.36161	2.19093
	1473	45.20317	44.99917	38.43027	2.17794
	1474	45.15198	45.03500	37.92052	2.15790
	1475	45.15756	45.01917	37.64801	2.12146
	1476	45.19871	45.05108	39.72725	2.14331
	1477	45.18062	45.04950	39.44443	2.14998
	1478	45.12783	44.98917	38.54092	2.52877
	1479	45.15090	45.05567	60.35534	2.22886
	1480	45.15288	45.04433	65.21280	2.18039
	1481	45.12642	45.14892	60.67382	2.21134
	1482	45.14017	45.04408	64.58139	2.27441
	1483	45.11179	45.03408	62.36877	2.18355
	1484	45.13881	45.02550	65.13384	2.30739
	1485	45.13650	44.96842	66.80466	2.21743
	1486	45.13246	45.05767	62.85635	2.16565
	1487	45.13379	44.95800	67.52147	2.18954
	1488	45.11281	45.03683	68.14550	2.16852
	1489	45.12763	44.99292	63.24170	2.21032
	1490	45.13383	44.92475	66.54479	2.25433
	1491	45.09002	45.05692	61.81536	2.25377
	1492	45.09646	45.05392	65.59536	2.28864
	1493	45.08010	44.96592	65.33033	2.37060
	1494	45.14279	44.99758	65.96790	2.18046
	1495	45.06304	44.95958	57.67118	2.14177
	1496	45.14658	44.95317	64.48508	2.28488
	1497	45.06456	44.91492	63.02578	2.15365
	1498	45.10181	44.96158	61.90712	2.14494
	1499	45.08515	44.97192	63.34403	2.21582
	1500	45.10977	45.00158	62.60013	2.28446
	1501	45.09673	44.99150	64.40977	2.30706
	1502	45.03625	44.93225	65.67300	2.11928
	1503	45.05425	44.96925	65.86452	2.31737
	1504	45.09400	44.94542	64.17133	2.32784
	1505	45.05015	44.93667	62.73889	2.23611
	1506	45.05515	44.99575	58.90695	2.12037
	1507	45.09398	45.03258	64.42869	2.13141
	1508	45.05590	44.98625	62.24968	2.09000
	1509	45.07092	45.01500	67.38969	2.28538
	1510	45.04669	44.97225	66.65421	2.14732
	1511	45.05835	44.92550	59.58853	2.18864
	1512	45.04362	44.92975	61.99477	2.26194
	1513	45.03115	44.90300	59.88255	2.14751
	1514	45.04248	44.99042	71.76044	2.29468
	1515	45.04354	44.89675	58.45613	2.29220
	1516	45.01952	44.91583	61.25399	2.15771
	1517	45.04210	44.95425	60.98540	2.36659
	1518	45.06798	44.88575	62.50502	2.01432
	1519	45.04819	44.89117	60.59126	2.18106
	1520	45.02871	44.91375	66.84352	2.20109
	1521	45.02492	44.93617	63.86614	2.23801
	1522	45.04310	44.89925	64.61570	2.20440
	1523	45.01683	44.97525	62.25998	2.10305
	1524	44.99829	44.82833	61.57708	2.28095
	1525	44.97760	44.90125	59.70629	2.05450
	1526	45.00996	44.88242	56.54831	2.18068
	1527	45.01846	44.86283	65.34244	2.10012
	1528	44.97033	44.94100	65.83322	2.16293
	1529	45.03665	44.87875	61.68896	2.24149
	1530	45.00502	44.88467	68.12359	2.15325
	1531	45.02133	44.90108	63.26372	2.23479
	1532	44.99625	44.90967	66.18740	2.15860
	1533	44.98419	44.82775	66.01159	2.39546
	1534	45.00773	44.85825	63.72468	2.25334
	1535	44.97479	44.89933	63.30941	2.14174
	1536	45.01333	44.85458	61.21699	2.10313
	1537	44.99821	44.76533	60.44020	2.30634
	1538	44.98133	44.89092	65.76918	2.19921
	1539	45.01173	44.84225	58.67593	2.17772
	1540	45.03458	44.85383	60.42074	2.21141
	1541	44.97300	44.83933	61.59127	2.23301
	1542	44.93062	44.85625	65.94113	2.06391
	1543	44.97044	44.86700	57.27421	2.17228
	1544	44.94977	44.79608	66.91334	2.29537
	1545	44.93819	44.88858	63.72116	2.29755
	1546	44.94833	44.89550	59.73886	2.35079
	1547	44.94542	44.80950	68.43277	2.13722
	1548	44.89723	44.77533	61.14952	2.17999
	1549	44.91779	44.82858	62.06050	2.12913
	1550	44.91046	44.82283	58.18740	2.12385
	1551	44.91208	44.81225	62.91547	2.22309
	1552	44.95894	44.86567	59.07942	2.15802
	1553	44.90923	44.82875	62.39756	2.32389
	1554	44.89383	44.83500	63.34944	2.37724
	1555	44.95240	44.80442	64.06297	2.16998
	1556	44.91477	44.87983	63.85148	2.20975
	1557	44.90919	44.78833	65.30933	2.17124
	1558	44.93635	44.80875	63.95248	2.13317
	1559	44.92729	44.77625	61.77133	2.27703
	1560	44.90538	44.86117	61.80948	2.24151
	1561	44.92783	44.69325	62.60795	2.24825
	1562	44.89929	44.86383	65.48017	2.15560
	1563	44.89748	44.78317	58.16240	2.26181
	1564	44.89037	44.87000	63.92760	2.40434
	1565	44.89779	44.82400	61.26543	2.08789
	1566	44.82825	44.74225	63.47453	2.16564
	1567	44.87125	44.77600	62.12044	2.22781
	1568	44.87023	44.64183	64.81374	2.41703
	1569	44.87729	44.79500	66.05314	2.15645
	1570	44.87131	44.75117	63.58116	2.20802
	1571	44.90025	44.73942	66.06185	2.27503
	1572	44.83340	44.80458	58.51816	2.13413
	1573	44.83187	44.76208	67.46878	2.20257
	1574	44.80840	44.84100	54.65174	2.21858
	1575	44.85392	44.77908	60.21089	2.09568
	1576	44.85881	44.71808	64.61686	2.39460
	1577	44.83348	44.66633	59.88893	2.29619
	1578	44.82233	44.81333	65.63090	2.14407
	1579	44.82875	44.74242	62.74694	2.27776
	1580	44.82904	44.84975	60.69613	2.13763
	1581	44.80529	44.75250	61.37606	2.39124
	1582	44.82400	44.72642	65.63184	2.32064
	1583	44.79075	44.69717	67.72148	2.22098
	1584	44.84621	44.76100	65.70517	2.17490
	1585	44.81244	44.71108	69.58384	2.27504
	1586	44.81458	44.71300	63.85951	2.11993
	1587	44.77704	44.66033	65.58378	2.28602
	1588	44.81558	44.72233	65.60490	2.18642
	1589	44.80125	44.66683	60.53282	2.32265
	1590	44.81142	44.68008	60.35447	2.21016
	1591	44.76940	44.73900	61.79220	2.23555
	1592	44.78356	44.65283	69.45867	2.26697
	1593	44.80862	44.80183	65.06311	2.30365
	1594	44.83779	44.74408	66.77444	2.22494
	1595	44.78454	44.71967	60.58763	2.20010
	1596	44.76921	44.74492	63.42308	2.23480
	1597	44.78333	44.72342	61.95649	2.19256
	1598	44.78937	44.63142	64.47150	2.12158
	1599	44.82550	44.71192	63.57021	2.27908
	1600	44.78037	44.68925	64.52239	2.14959
	1601	44.75277	44.70092	60.78915	2.13482
	1602	44.80129	44.64083	63.69585	2.31616
	1603	44.77265	44.70708	63.91872	2.08448
	1604	44.78571	44.60350	64.83591	2.21535
	1605	44.76815	44.70233	63.04569	2.25891
	1606	44.74723	44.63008	62.04927	2.18303
	1607	44.71090	44.68942	60.07244	2.17940
	1608	44.74483	44.61225	66.19767	2.10044
	1609	44.76658	44.64142	68.20216	2.21387
	1610	44.75935	44.61033	65.03567	2.31374
	1611	44.72729	44.68708	61.64606	2.11470
	1612	44.75600	44.60467	61.73127	2.23468
	1613	44.76302	44.63208	67.39083	2.26987
	1614	44.72935	44.59108	65.33402	2.21548
	1615	44.71171	44.65058	61.80812	2.20776
	1616	44.72423	44.63958	64.97598	2.19394
	1617	44.74181	44.52442	62.84667	2.13770
	1618	44.73271	44.56900	60.36035	2.28143
	1619	44.69329	44.57750	62.71755	2.26614
	1620	44.74983	44.67567	59.56758	2.14883
	1621	44.71840	44.66900	60.41804	1.97672
	1622	44.67106	44.59350	55.71486	2.25454
	1623	44.71775	44.56750	58.97570	2.14608
	1624	44.67229	44.61725	62.92646	2.24982
	1625	44.67100	44.63125	62.89177	2.21934
	1626	44.69875	44.67758	63.15085	2.05531
	1627	44.67752	44.64075	63.09127	2.26304
	1628	44.70467	44.55658	61.75689	2.11064
	1629	44.67494	44.60558	62.53358	2.09752
	1630	44.65671	44.58442	65.75370	2.19834
	1631	44.66325	44.65367	64.10472	2.12424
	1632	44.67442	44.51733	63.35257	2.27962
	1633	44.68775	44.59450	61.34243	2.28289
	1634	44.71419	44.62300	62.72588	2.16036
	1635	44.69919	44.55667	66.26091	2.18702
	1636	44.66833	44.58050	63.11249	2.07925
	1637	44.64381	44.58175	58.55235	2.15969
	1638	44.61000	44.50258	61.93686	2.16072
	1639	44.71085	44.50200	61.37108	2.14825
	1640	44.63656	44.59142	61.87918	2.24033
	1641	44.68315	44.49058	67.48460	2.20396
	1642	44.62156	44.51042	64.03988	2.17807
	1643	44.66469	44.48775	61.91538	2.24789
	1644	44.66248	44.46567	62.93818	2.30385
	1645	44.61944	44.59425	65.61965	2.16632
	1646	44.65142	44.63533	63.17032	2.13838
	1647	44.67479	44.55392	63.33037	2.19636
	1648	44.62933	44.49833	64.19684	2.25900
	1649	44.67690	44.50308	61.79111	2.23492
	1650	44.64194	44.46942	65.64185	2.25044
	1651	44.64577	44.60683	67.00180	2.11714
	1652	44.58440	44.56217	64.69568	2.28637
	1653	44.58681	44.53642	63.80429	2.17460
	1654	44.60302	44.53600	65.12772	2.18710
	1655	44.59500	44.49800	64.85556	2.21357
	1656	44.59656	44.54400	65.57174	2.08044
	1657	44.62612	44.48325	60.96495	2.16239
	1658	44.65523	44.47808	63.16003	2.27822
	1659	44.60827	44.51542	61.51874	2.25283
	1660	44.59073	44.40217	60.94455	2.18393
	1661	44.57744	44.45625	64.52286	2.15512
	1662	44.58792	44.45858	55.03345	2.33658
	1663	44.60185	44.54942	59.17988	2.19663
	1664	44.58244	44.47575	69.37163	2.14788
	1665	44.59854	44.47992	65.21686	2.44662
	1666	44.58108	44.52242	63.40631	2.15837
	1667	44.62200	44.53667	62.42639	2.41932
	1668	44.56671	44.48008	60.16319	2.20964
	1669	44.56362	44.50667	64.96760	2.31670
	1670	44.55352	44.48317	56.95733	2.11395
	1671	44.54852	44.49308	64.01399	2.23294
	1672	44.58017	44.34292	61.99716	2.39495
	1673	44.59494	44.47792	58.49454	2.15163
	1674	44.56467	44.47033	62.94741	2.15825
	1675	44.58273	44.38567	60.50797	2.24976
	1676	44.55919	44.45133	63.04426	2.18836
	1677	44.53250	44.45533	60.30880	2.30413
	1678	44.56179	44.37517	63.32358	2.25789
	1679	44.55967	44.49092	63.07989	2.36565
	1680	44.51104	44.42567	68.94278	2.26814
	1681	44.54162	44.45192	64.00558	2.06425
	1682	44.55865	44.38467	67.49144	2.15210
	1683	44.54240	44.48875	68.86087	2.10365
	1684	44.51429	44.51267	64.39945	2.28118
	1685	44.55754	44.41275	61.15378	2.34940
	1686	44.51300	44.45100	67.42196	2.29048
	1687	44.53921	44.51708	59.35222	2.26082
	1688	44.51233	44.47058	64.27666	2.11710
	1689	44.53892	44.44042	69.94385	2.42005
	1690	44.52373	44.39950	63.93147	2.21644
	1691	44.49233	44.48458	63.43486	2.24716
	1692	44.48546	44.36758	65.87670	2.18205
	1693	44.55665	44.44558	64.76908	2.25443
	1694	44.47644	44.40767	65.70226	2.37504
	1695	44.49956	44.38592	64.58286	2.22992
	1696	44.54027	44.40017	67.71098	2.05370
	1697	44.51133	44.46592	62.86081	2.14262
	1698	44.50798	44.42842	62.01149	2.13489
	1699	44.47215	44.41642	62.71004	2.21685
	1700	44.49204	44.41508	62.55130	2.13006
	1701	44.48448	44.33067	67.66630	2.41802
	1702	44.49867	44.34233	68.15611	2.22165
	1703	44.47260	44.40508	60.28706	2.18633
	1704	44.47448	44.49025	55.60719	2.14921
	1705	44.46565	44.38608	39.00532	2.15183
	1706	44.48715	44.44250	39.05367	2.17120
	1707	44.46540	44.40600	39.48400	2.15201
	1708	44.39815	44.33075	37.90212	2.14633
	1709	44.52613	44.38900	37.78176	2.16402
	1710	44.47013	44.40042	37.52157	2.15605
	1711	44.45310	44.34358	37.18449	2.14630
	1712	44.43804	44.36008	37.32058	2.15312
	1713	44.47446	44.39183	37.14478	2.14521
	1714	44.48054	44.35992	40.08885	2.15108
	1715	44.44477	44.37300	39.78414	2.16863
	1716	44.40402	44.43425	37.52808	2.15983
	1717	44.40606	44.28008	37.25554	2.18178
	1718	44.44419	44.37675	38.17043	2.13918
	1719	44.39738	44.40567	37.31916	2.16702
	1720	44.42706	44.36917	37.61922	2.17006
	1721	44.39031	44.32783	37.68744	2.16924
	1722	44.41356	44.33942	37.54765	2.15729
	1723	44.42765	44.34267	39.28926	2.13047
	1724	44.43844	44.30050	42.73654	2.20309
	1725	44.40829	44.28425	44.40843	2.13721
	1726	44.41104	44.38650	42.40394	2.24790
	1727	44.36590	44.35125	42.53636	2.23305
	1728	44.42458	44.35042	39.10538	2.06115
	1729	44.45500	44.27667	39.55221	2.06082
	1730	44.41869	44.36175	39.36997	2.17230
	1731	44.40237	44.35500	37.93448	2.18068
	1732	44.37998	44.33775	42.29621	2.35229
	1733	44.37215	44.30725	40.60482	2.18071
	1734	44.40023	44.22442	43.40857	2.20872
	1735	44.42617	44.28700	41.77133	2.30819
	1736	44.37558	44.37317	37.94920	2.17455
	1737	44.38921	44.25775	37.70394	2.36525
	1738	44.38590	44.24742	39.13375	2.10034
	1739	44.38912	44.32342	38.03345	2.17444
	1740	44.39608	44.35200	39.59256	2.17949
	1741	44.36592	44.28608	44.10527	2.16338
	1742	44.39769	44.33450	37.88957	2.14662
	1743	44.34590	44.29958	37.61112	2.14815
	1744	44.33792	44.25750	37.22415	2.20806
	1745	44.34829	44.23417	37.83842	2.13170
	1746	44.34967	44.29092	40.42627	2.12811
	1747	44.36858	44.35967	39.15901	2.14713
	1748	44.32921	44.22825	37.49933	2.17542
	1749	44.39073	44.32658	37.71126	2.13206
	1750	44.36400	44.30550	37.41229	2.15502
	1751	44.30396	44.22642	37.45305	2.21197
	1752	44.38121	44.28575	37.45374	2.13752
	1753	44.39994	44.28658	37.61498	2.14456
	1754	44.32069	44.25975	37.50476	2.16259
	1755	44.34569	44.22275	39.39850	2.06416
	1756	44.37117	44.32383	38.01584	2.16218
	1757	44.37640	44.18408	37.66063	2.18128
	1758	44.33225	44.22117	37.73961	2.17621
	1759	44.29354	44.29708	37.69421	2.17906
	1760	44.31529	44.20733	37.77089	2.17592
	1761	44.30285	44.24517	37.32989	2.16278
	1762	44.31481	44.22058	37.66609	2.17575
	1763	44.31858	44.23708	37.20658	2.17287
	1764	44.30050	44.24625	38.41528	2.17834
	1765	44.31594	44.13600	37.31890	2.16806
	1766	44.28698	44.27325	37.69036	2.15025
	1767	44.28896	44.17117	37.62374	2.14390
	1768	44.29767	44.22392	37.63546	2.21611
	1769	44.32944	44.23758	37.34409	2.13027
	1770	44.29485	44.19692	37.35271	2.16549
	1771	44.25698	44.31350	37.38071	2.13804
	1772	44.25513	44.20150	40.22192	2.11803
	1773	44.26940	44.12875	38.47586	2.20525
	1774	44.30313	44.11925	37.80354	2.15738
	1775	44.33015	44.12258	37.70270	2.48043
	1776	44.32979	44.11025	37.84530	2.35852
	1777	44.25681	44.14408	38.31255	2.15896
